"index","city","full_city","image_url","lat","lng","page_url","state"
23,"Parras de la fuente","Parras de la fuente,Coahuila","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/coahuila_destinos-principales_parras-de-la-fuente_01_0.jpg?itok=hul4yk2X",25.4492883,-102.1747077,"https://www.visitmexico.com//es/destinos-principales/coahuila/parras-de-la-fuente","Coahuila"
24,"Viesca","Viesca,Coahuila","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/coahuila_cultura_pueblos_magicos_casa_en_las_dunas_de_bilbao.jpg?itok=HPAIbDJk",25.3453848,-102.8083503,"https://www.visitmexico.com//es/destinos-principales/coahuila/viesca","Coahuila"
25,"Atlixco","Atlixco,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_cultura_pueblos_magicos_atlixco_0.jpg?itok=G8RZBHE6",18.9131227,-98.4293891,"https://www.visitmexico.com//es/destinos-principales/puebla/atlixco","Puebla"
26,"Chignahuapan","Chignahuapan,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/puebla_destinos-principales_chignahuapan_int.jpg?itok=B_ziJHJW",19.8383768,-98.0312084,"https://www.visitmexico.com//es/destinos-principales/puebla/chignahuapan","Puebla"
27,"Cholula","Cholula,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_destinos-principales_cholula_01_0.jpg?itok=7F3gEqU4",19.0765772,-98.30211919999999,"https://www.visitmexico.com//es/destinos-principales/puebla/cholula","Puebla"
28,"Cuetzalan","Cuetzalan,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_destinos-principales_cuetzalan_01_0.jpg?itok=urGYC0sO",20.0176353,-97.5233705,"https://www.visitmexico.com//es/destinos-principales/puebla/cuetzalan","Puebla"
29,"Huauchinango","Huauchinango,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_cultura_pueblos_magicos_huauchinango_0.jpg?itok=eMDw7879",20.1757001,-98.0628862,"https://www.visitmexico.com//es/destinos-principales/puebla/huauchinango","Puebla"
30,"Pahuatlán","Pahuatlán,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_destinos-principales_pahuatlan_03.jpeg?itok=5TNi6lK8",20.2769343,-98.15016089999999,"https://www.visitmexico.com//es/destinos-principales/puebla/pahuatlan","Puebla"
31,"Tlatlauquitepec","Tlatlauquitepec,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_regiones_estados_tlatlauquitepec.jpg?itok=rZJnONj7",19.8463549,-97.49719809999999,"https://www.visitmexico.com//es/destinos-principales/puebla/tlatlauquitepec","Puebla"
32,"Xicotepec","Xicotepec,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_regiones_estados_xicotepec_0.jpg?itok=iwlf0eHj",20.2786208,-97.964259,"https://www.visitmexico.com//es/destinos-principales/puebla/xicotepec","Puebla"
33,"Zacatlán de las manzanas","Zacatlán de las manzanas,Puebla","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/puebla_regiones_principales_destinos_zacatlan_0.jpg?itok=5aIWm8qf",19.9440858,-97.95979899999999,"https://www.visitmexico.com//es/destinos-principales/puebla/zacatlan-de-las-manzanas","Puebla"
34,"Bacalar","Bacalar,Quintana Roo","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/quintana-roo_destinos-principales_bacalar_01_1.jpg?itok=Pip9YXBf",18.6782919,-88.3923946,"https://www.visitmexico.com//es/destinos-principales/quintana-roo/bacalar","Quintana Roo"
35,"Isla Mujeres","Isla Mujeres,Quintana Roo","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/quintana-roo_destinos-principales_isla-mujeres_01_0.jpg?itok=L6PGujU8",21.2321799,-86.73409339999999,"https://www.visitmexico.com//es/destinos-principales/quintana-roo/isla-mujeres","Quintana Roo"
36,"Tulum","Tulum,Quintana Roo","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/quintana-roo_destinos-principales_tulum_01_0.jpg?itok=PiAIsRl1","N/A","N/A","https://www.visitmexico.com//es/destinos-principales/quintana-roo/tulum","Quintana Roo"
37,"Batopilas","Batopilas,Chihuahua","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/chihuahua_destinos-principales_batopilas_int.jpg?itok=JqTJk-F-",27.030387,-107.7362336,"https://www.visitmexico.com//es/destinos-principales/chihuahua/batopilas","Chihuahua"
38,"Casas Grandes","Casas Grandes,Chihuahua","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/chihuahua_destinos-principales_casas-grandes_int.jpg?itok=hUGoTCxL",30.3740395,-107.9552259,"https://www.visitmexico.com//es/destinos-principales/chihuahua/casas-grandes","Chihuahua"
39,"Creel","Creel,Chihuahua","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/chihuahua_destinos-principales_Creel_int.jpg?itok=Tl3tcJyY",27.7504473,-107.636889,"https://www.visitmexico.com//es/destinos-principales/chihuahua/creel","Chihuahua"
40,"Bernal","Bernal,Querétaro","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/queretaro_destinos-principales_bernal_int.jpg?itok=5HKvGeNC",20.7379323,-99.9423166,"https://www.visitmexico.com//es/destinos-principales/queretaro/bernal","Querétaro"
41,"Cadereyta de Montes","Cadereyta de Montes,Querétaro","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/queretaro_destinos-principales_cadereyta-de-montes_01_0.jpg?itok=VZYn5jtX",20.6904037,-99.82086319999999,"https://www.visitmexico.com//es/destinos-principales/queretaro/cadereyta","Querétaro"
42,"Jalpan de Serra","Jalpan de Serra,Querétaro","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/queretaro_jalpan-de-serra_bg_0.jpg?itok=D1NbYK2v",21.2190312,-99.4714352,"https://www.visitmexico.com//es/destinos-principales/queretaro/jalpan-de-serra","Querétaro"
43,"San Joaquín","San Joaquín,Querétaro","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/queretaro_cultura_pueblos_magicos_san_joaquin_0.jpg?itok=KgH1fbp4",20.916487,-99.5649876,"https://www.visitmexico.com//es/destinos-principales/queretaro/san-joaquin","Querétaro"
44,"Tequisquiapan","Tequisquiapan,Querétaro","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/queretaro_destinos-principales_tequisquiapan_01_0.jpg?itok=8LcVPer2","N/A","N/A","https://www.visitmexico.com//es/destinos-principales/queretaro/tequisquiapan","Querétaro"
45,"Calvillo","Calvillo,Aguascalientes","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/aguascalientes_destinos-principales_calvillo_int.jpg?itok=cfvBwNrn",21.8468345,-102.7186454,"https://www.visitmexico.com//es/destinos-principales/aguascalientes/calvillo","Aguascalientes"
46,"Real de Asientos","Real de Asientos,Aguascalientes","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/aguascalientes_destinos-principales_real-de-asientos_02.jpeg?itok=XWA5-X4o","N/A","N/A","https://www.visitmexico.com//es/destinos-principales/aguascalientes/real-de-asientos","Aguascalientes"
47,"San José de Gracia","San José de Gracia,Aguascalientes","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/aguascalientes_destinos-principales_san-jose-de-gracia_01_0.jpg?itok=5SP9CNek",22.1475929,-102.4129804,"https://www.visitmexico.com//es/destinos-principales/aguascalientes/san-jose-de-gracia","Aguascalientes"
48,"Capulálpam de Méndez","Capulálpam de Méndez,Oaxaca","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/2017/01/oaxaca_destinos-principales_capulalpam_de_mendez_int.jpg?itok=jLz3RT-Q","N/A","N/A","https://www.visitmexico.com//es/destinos-principales/oaxaca/capulalpam-de-mendez","Oaxaca"
49,"Huautla de Jiménez","Huautla de Jiménez,Oaxaca","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/oaxaca_destinos-principales_huautla-de-jimenez_01_0.jpg?itok=F-SCY5Cw",18.130831,-96.8436739,"https://www.visitmexico.com//es/destinos-principales/oaxaca/huautla-de-jimenez","Oaxaca"
50,"Mazunte","Mazunte,Oaxaca","https://www.visitmexico.com/https://www.visitmexico.com/sites/default/files/styles/vertical/public/field/image/oaxaca_destinos-principales_mazunte_01_0.jpg?itok=WDc6Sulg",15.6677291,-96.5545185,"https://www.visitmexico.com//es/destinos-principales/oaxaca/mazunte","Oaxaca"
